id,area,centroid_x,centroid_y,perimeter,form_factor,minor_ax,major_ax,eccentricity,convexity,orientation,dist_from_edge,ch_of_int_sat0,ch_of_int_sat1,ch_of_int_sat2
20.0,78.0,168.37179487179486,130.85897435897436,34.142135623730944,14.944684935246636,8.588412977907076,12.387608233012234,0.7206425509208805,1.1538461538461537,-1.3894720737368742,0.0,0.0,12.127614102564102,9.857988461538461
27.0,129.0,231.14728682170542,69.17829457364341,44.21320343559643,15.153545411142913,10.47560410059905,16.467344739895292,0.7715702765360674,1.1162790697674418,1.1926244388847183,3.316144228435763,0.9401007751937984,16.263138759689923,15.52557906976744
57.0,57.0,405.0,42.64912280701754,32.14213562373095,18.124857586917795,7.379812292107501,10.529329478860948,0.713277727050264,1.105263157894737,1.4295837631441246,0.22506012499554723,0.0,14.342842105263156,13.630215789473683
61.0,152.0,423.4605263157895,42.546052631578945,51.798989873223334,17.652206262409823,9.072834399869269,22.13697956628681,0.9121530708599458,1.0986842105263157,1.4249964295198463,2.6388358017830096,0.03689473684210526,17.051140131578947,15.024813157894737
69.0,104.0,468.6442307692308,46.08653846153846,39.21320343559643,14.785339650783378,8.574697180002119,15.689988900672187,0.8374541854186711,1.0769230769230769,-1.4124002337660708,7.755762864215675,0.1819903846153846,22.510990384615386,19.257689423076922
70.0,51.0,476.5882352941177,51.6078431372549,24.72792206135785,11.989610381815458,7.851759965996756,8.345481341632093,0.33885203711354134,1.0588235294117647,0.9827937232473288,15.061289774650877,21.93717647058824,28.587252941176473,28.68340588235294
71.0,99.0,487.1010101010101,39.90909090909091,39.21320343559643,15.532073976580518,7.964990205533082,16.103855378244468,0.8691199034584962,1.0909090909090908,1.3344629356578575,3.3520446819996086,0.0,18.49708585858586,15.220699999999995
80.0,182.0,514.8021978021978,41.07142857142857,52.8700576850888,15.35847801991548,14.00799511413474,17.285968084382592,0.5859212659866031,1.1263736263736264,1.3971502542983179,2.099039577059763,0.0,11.683708791208794,15.73469010989011
84.0,170.0,524.6117647058824,52.417647058823526,62.87005768508881,23.2508479607435,8.682139096883686,27.262240077784607,0.947933759700328,1.2,-1.2763910605079876,9.971103762485262,7.059482352941177,24.042924117647058,18.015845294117646
108.0,61.0,621.2950819672132,82.27868852459017,29.31370849898476,14.086778786286088,6.6747452150850455,11.935295136618643,0.8290029344292328,1.0655737704918034,-1.309904888347131,1.6048597039594095,0.0,12.082401639344265,12.01519180327869
110.0,140.0,651.5214285714286,104.80714285714286,46.62741699796952,15.529400113589547,9.237036260183196,19.578862454330995,0.8817130047889111,1.0785714285714285,-1.1222569835004517,0.47109153461867476,1.08655,25.372705,15.562729285714282
116.0,47.0,673.8936170212766,113.68085106382979,26.556349186104043,15.005099619027424,5.640762441063228,10.934464520005644,0.8566668672711961,1.1063829787234043,-0.6912333508469063,0.0,0.0,17.42965106382979,12.04134893617021
120.0,75.0,691.3733333333333,125.42666666666666,31.556349186104043,13.277375652737724,7.608746842750253,12.602812487458866,0.7971858091302053,1.0666666666666667,-0.6667773059181336,0.0,0.0,10.751916,9.292403999999998
